x,y,label
-102.894203,3.825073,3.000000
-50.373745,-73.462296,1.000000
7.876621,-43.828724,1.000000
-104.527748,-7.015311,3.000000
-113.526039,8.556175,3.000000
-142.762955,10.167534,3.000000
-39.998070,-109.566544,1.000000
-97.804138,0.609405,3.000000
-49.351097,-75.138031,1.000000
-43.185146,-112.453133,1.000000
-136.166870,23.833632,3.000000
-40.727783,-112.925583,1.000000
-0.075199,-128.405884,1.000000
-10.748219,-121.731888,1.000000
-7.469299,-150.785919,1.000000
-3.460606,-139.125870,1.000000
-118.877151,-48.474285,3.000000
-45.657356,-105.215652,1.000000
-10.115411,-130.389786,1.000000
-19.414574,-127.312386,1.000000
-19.960350,-146.928284,1.000000
-13.770867,-139.810593,1.000000
-46.647884,-103.110641,1.000000
-12.213687,-131.463074,1.000000
-20.719894,-129.294754,1.000000
-21.167477,-144.643784,1.000000
-16.127544,-138.911423,1.000000
-52.194443,-106.207420,1.000000
-95.887482,-3.699583,3.000000
-48.593613,-76.262505,1.000000
-94.483215,-4.342808,3.000000
-48.048286,-77.333107,1.000000
-107.358765,-4.500086,3.000000
-122.406746,22.705355,3.000000
5.769082,-43.244873,1.000000
-2.816118,-93.048363,1.000000
-2.642345,-92.450867,1.000000
-42.947475,-112.584778,1.000000
-2.442591,-128.562271,1.000000
-12.902737,-122.396446,1.000000
-12.417790,-151.066925,1.000000
-5.582870,-140.191574,1.000000
43.311897,-37.963184,4.000000
-99.864937,-7.315178,3.000000
-51.841007,93.593994,2.000000
-51.841442,93.593361,2.000000
-51.840424,93.594025,2.000000
-51.841442,93.593361,2.000000
-51.840775,93.592941,2.000000
-51.840912,93.594246,2.000000
-51.840149,93.594162,2.000000
-51.841442,93.593361,2.000000
-51.839108,93.587311,2.000000
-51.840149,93.594162,2.000000
-51.841442,93.593361,2.000000
-51.840424,93.594025,2.000000
-51.840775,93.592941,2.000000
-51.840614,93.593925,2.000000
-51.841007,93.593994,2.000000
-51.840614,93.593925,2.000000
-51.840775,93.592941,2.000000
-51.840897,93.594223,2.000000
-51.841007,93.593994,2.000000
-51.841442,93.593361,2.000000
-51.841007,93.593994,2.000000
-51.840775,93.592941,2.000000
-51.841442,93.593361,2.000000
-51.841007,93.593994,2.000000
-51.841442,93.593361,2.000000
-50.611450,93.161919,2.000000
-52.548706,94.759377,2.000000
-53.759827,96.027031,2.000000
-53.757092,96.026848,2.000000
-53.757942,96.026703,2.000000
-53.759827,96.027031,2.000000
-53.758904,96.027336,2.000000
-79.117981,110.850189,2.000000
-63.398636,91.186188,2.000000
-63.398323,91.187706,2.000000
-63.398636,91.186188,2.000000
-53.759827,96.027031,2.000000
-53.757942,96.026703,2.000000
-53.759655,96.027008,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-68.626160,155.461121,2.000000
-89.616692,129.148407,2.000000
-75.817818,128.827133,2.000000
-75.817818,128.827133,2.000000
14.054932,-83.391609,1.000000
-75.817818,128.827133,2.000000
-68.626160,155.461121,2.000000
-75.815483,128.829132,2.000000
-46.408535,93.437141,2.000000
22.335947,-70.020210,1.000000
40.946262,-43.970783,4.000000
40.876205,-44.045364,4.000000
40.914871,-43.992924,4.000000
40.899235,-44.005386,4.000000
-79.191757,114.183617,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-80.558060,148.164276,2.000000
-48.859093,98.709549,2.000000
-48.859093,98.709549,2.000000
-89.543022,116.198143,2.000000
-89.543022,116.198143,2.000000
-79.326958,116.708244,2.000000
-79.326958,116.708244,2.000000
-78.573845,126.373482,2.000000
-89.543022,116.198143,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-89.543022,116.198143,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-78.573845,126.373482,2.000000
-78.573845,126.373482,2.000000
-78.573395,126.374870,2.000000
-75.815483,128.829132,2.000000
-80.130005,121.605225,2.000000
-80.130005,121.605225,2.000000
-80.130005,121.605225,2.000000
-79.326958,116.708244,2.000000
-79.326958,116.708244,2.000000
-79.191757,114.183617,2.000000
-79.191757,114.183617,2.000000
-79.191757,114.183617,2.000000
-79.191757,114.183617,2.000000
-79.191757,114.183617,2.000000
-89.543022,116.198143,2.000000
-79.191757,114.183617,2.000000
-79.191757,114.183617,2.000000
-79.308716,108.577072,2.000000
-79.308716,108.577072,2.000000
-79.308716,108.577072,2.000000
-79.308556,108.575150,2.000000
-79.308556,108.575150,2.000000
-89.156120,112.962975,2.000000
-89.543022,116.198143,2.000000
-58.826214,93.665321,2.000000
-79.191757,114.183617,2.000000
-43.212677,95.158134,2.000000
-58.415421,90.797379,2.000000
-85.161713,107.694168,2.000000
-87.451332,109.810974,2.000000
-85.161728,107.694145,2.000000
-107.296600,118.157677,2.000000
-107.296600,118.157677,2.000000
-45.677845,92.310219,2.000000
-41.825039,99.698601,2.000000
-42.850433,96.513176,2.000000
-43.043468,95.591881,2.000000
-43.042507,95.592163,2.000000
-43.212517,95.157448,2.000000
-43.212982,95.158051,2.000000
-43.212837,95.157829,2.000000
-43.212940,95.158173,2.000000
-75.815483,128.829132,2.000000
-78.573845,126.373482,2.000000
-43.043468,95.591881,2.000000
-43.212692,95.157654,2.000000
-43.212784,95.157928,2.000000
-74.799202,131.313583,2.000000
-50.905205,151.421799,2.000000
-79.326286,116.706909,2.000000
-43.929195,95.128540,2.000000
-42.458202,98.490997,2.000000
-42.916424,97.545013,2.000000
-43.088013,97.210121,2.000000
-57.318283,84.967545,2.000000
-57.318283,84.967545,2.000000
-57.318283,84.967545,2.000000
-57.318356,84.967705,2.000000
-57.318356,84.967705,2.000000
-57.318546,84.967979,2.000000
-57.318314,84.967522,2.000000
-57.318356,84.967705,2.000000
-57.318325,84.967857,2.000000
-57.318314,84.967522,2.000000
-57.318256,84.968231,2.000000
-57.318546,84.967720,2.000000
-57.318546,84.967979,2.000000
-123.373962,-4.736839,3.000000
-123.310547,-4.727406,3.000000
-111.258911,-33.979351,3.000000
-119.735092,-23.074173,3.000000
-127.069389,-4.626261,3.000000
-127.284004,-4.534690,3.000000
-123.373962,-4.736839,3.000000
-123.310547,-4.727406,3.000000
-62.137383,7.616548,3.000000
-113.883804,-30.685438,3.000000
-116.365318,-28.061262,3.000000
-116.999657,-27.317650,3.000000
-117.464226,-26.708532,3.000000
-119.563683,-23.857458,3.000000
-120.648941,-21.983541,3.000000
-120.914925,-21.564983,3.000000
-121.075394,-21.237934,3.000000
-121.095757,-20.993170,3.000000
-121.140495,-20.871103,3.000000
-108.190849,-40.806778,3.000000
-119.380753,-2.774376,3.000000
-58.686741,39.401531,2.000000
-117.096642,-27.071846,3.000000
-128.231400,-3.998564,3.000000
-117.096642,-27.071846,3.000000
51.137161,44.641129,0.000000
-119.380791,-2.774329,3.000000
-108.356483,-36.364380,3.000000
-117.648392,-26.450451,3.000000
-119.355499,-24.205410,3.000000
-119.357315,-24.206461,3.000000
-121.367874,-27.223555,3.000000
-122.095528,-19.049398,3.000000
-122.119316,-18.992001,3.000000
-122.119316,-18.992001,3.000000
-122.249115,-18.693121,3.000000
-122.316757,-18.533310,3.000000
-122.463348,-18.188314,3.000000
-121.315796,-27.247988,3.000000
-48.549679,33.735985,2.000000
-96.821693,11.881295,3.000000
-38.384682,-73.057663,1.000000
-38.139496,-72.520676,1.000000
-38.333954,-72.969536,1.000000
-38.288216,-72.878716,1.000000
-66.787590,-114.586769,1.000000
-58.586208,-102.258537,1.000000
-30.921509,-73.474182,1.000000
-25.732452,-75.560684,1.000000
47.513042,-99.888382,1.000000
47.480968,-99.921249,1.000000
47.503880,-99.898705,1.000000
47.498043,-99.901726,1.000000
54.028751,-61.176586,4.000000
54.041245,-61.176811,4.000000
-58.844013,-102.857758,1.000000
-20.414202,33.639759,2.000000
-66.767433,-114.586517,1.000000
-14.016082,-74.039642,1.000000
-13.684466,-72.706749,1.000000
-41.488701,26.125238,2.000000
54.035732,-61.176140,4.000000
-13.768003,-72.894096,1.000000
-13.796641,-72.999763,1.000000
-20.965397,33.525696,2.000000
-63.401215,37.512558,2.000000
-14.001773,-74.064827,1.000000
-14.055956,-73.974823,1.000000
-66.927040,-114.584267,1.000000
-58.966129,-103.186348,1.000000
-59.245811,-101.184326,1.000000
8.576854,-109.412949,1.000000
6.745536,-111.373245,1.000000
8.022633,-109.640564,1.000000
7.784316,-109.815369,1.000000
-30.862497,-73.656517,1.000000
-97.234360,19.056940,3.000000
-98.825928,18.950188,3.000000
-59.231289,-103.671135,1.000000
-94.968414,7.241544,3.000000
-66.834808,-114.587082,1.000000
-25.322355,-74.780251,1.000000
-30.854279,-73.682625,1.000000
-30.885969,-73.584564,1.000000
-26.368902,-75.698059,1.000000
-30.880745,-73.599754,1.000000
-13.697919,-72.774231,1.000000
31.106909,-110.031822,1.000000
31.092558,-109.996315,1.000000
31.102253,-110.018448,1.000000
31.099707,-110.013847,1.000000
-66.787590,-114.586769,1.000000
-13.994487,-74.079330,1.000000
-25.325397,-75.001305,1.000000
9.927428,-63.245136,1.000000
-58.111099,-100.989037,1.000000
-31.509809,-71.602135,1.000000
-30.867611,-73.638008,1.000000
-100.700356,18.521778,3.000000
-96.791260,10.775120,3.000000
-13.709333,-72.698891,1.000000
-30.873632,-73.626999,1.000000
-30.943739,-73.410561,1.000000
-58.343971,-101.816376,1.000000
-58.430477,-101.979912,1.000000
53.681953,-61.073143,4.000000
54.061195,-61.180164,4.000000
53.623268,-61.056896,4.000000
59.342056,-96.749771,4.000000
59.356876,-96.750702,4.000000
59.341171,-96.749969,4.000000
59.341820,-96.751701,4.000000
-99.890335,12.429624,3.000000
46.912998,-38.661434,4.000000
38.442650,-29.300480,4.000000
53.618099,-61.056637,4.000000
59.343124,-96.748886,4.000000
59.362793,-96.749687,4.000000
59.342400,-96.749260,4.000000
59.345222,-96.741989,4.000000
-93.946495,5.489920,3.000000
-94.169708,5.972394,3.000000
8.498235,45.148918,0.000000
-31.465900,-71.795334,1.000000
54.051151,-61.180046,4.000000
-30.921715,-73.474228,1.000000
-14.032485,-74.009842,1.000000
-13.705790,-72.687004,1.000000
-31.003523,-73.230728,1.000000
-25.308268,-75.054497,1.000000
-25.310078,-74.835045,1.000000
-13.668423,-72.435608,1.000000
42.924011,-33.259548,4.000000
-13.690930,-72.685020,1.000000
-46.508858,24.627008,2.000000
-25.296791,-75.514458,1.000000
-20.417154,33.634377,2.000000
-14.004065,-74.060898,1.000000
53.614426,-61.056568,4.000000
59.351292,-96.750404,4.000000
59.368092,-96.749702,4.000000
59.350277,-96.749809,4.000000
59.348469,-96.749985,4.000000
-13.733947,-72.735794,1.000000
31.108343,-110.044281,1.000000
-59.152832,-102.847351,1.000000
53.568684,-61.049984,4.000000
-102.858192,-7.439703,3.000000
-14.031041,-74.013847,1.000000
-21.575079,36.651463,2.000000
-63.857700,37.932682,2.000000
-63.957302,38.025528,2.000000
-26.241070,-75.632652,1.000000
47.478970,-99.951164,1.000000
47.489677,-99.937111,1.000000
11.259336,45.780380,0.000000
-20.472412,32.823864,2.000000
47.236507,-38.039085,4.000000
38.494392,-28.751394,4.000000
-20.465307,32.831928,2.000000
47.227322,-38.041351,4.000000
38.494907,-28.753281,4.000000
-20.265287,33.679943,2.000000
8.465748,45.321098,0.000000
-20.569494,33.593456,2.000000
-21.813761,33.392891,2.000000
8.458354,45.395859,0.000000
10.961742,-61.309441,1.000000
-95.379539,8.115177,3.000000
-31.440645,-71.895081,1.000000
8.462789,45.321079,0.000000
10.961206,-61.310028,1.000000
53.574940,-61.049728,4.000000
-25.313574,-74.476669,1.000000
8.465752,45.303493,0.000000
-13.994487,-74.079330,1.000000
54.121048,-61.192116,4.000000
-21.741270,36.727425,2.000000
53.554146,-61.047592,4.000000
53.560669,-61.047890,4.000000
-25.313749,-74.472511,1.000000
-21.129232,33.491112,2.000000
-13.678835,-72.673462,1.000000
-45.689625,25.365902,2.000000
-31.441429,-71.895447,1.000000
-13.994487,-74.079330,1.000000
-13.994487,-74.079330,1.000000
-21.733065,36.723965,2.000000
11.317550,45.754021,0.000000
-21.733065,36.723965,2.000000
-21.129448,33.496590,2.000000
-64.904877,-114.654510,1.000000
8.465748,45.321098,0.000000
11.317550,45.754021,0.000000
-25.299952,-74.439972,1.000000
10.976500,-61.259895,1.000000
8.467424,45.322544,0.000000
53.562233,-61.048267,4.000000
-21.733065,36.723965,2.000000
8.465748,45.321098,0.000000
-45.699394,25.391775,2.000000
53.563236,-61.050484,4.000000
-21.129921,33.491001,2.000000
8.455606,45.326206,0.000000
10.961742,-61.309441,1.000000
8.439156,45.546944,0.000000
-21.561007,36.643772,2.000000
-21.005030,33.517040,2.000000
-20.571360,33.598789,2.000000
-20.571360,33.598789,2.000000
-98.581215,12.372892,3.000000
-100.084656,13.099843,3.000000
-20.543985,33.598648,2.000000
-20.383463,33.643501,2.000000
-20.660278,33.581013,2.000000
4.298714,-52.438457,1.000000
11.149222,45.825848,0.000000
-21.570660,36.648716,2.000000
-21.552544,36.638901,2.000000
-95.285713,7.997697,3.000000
-10.595392,-46.983177,1.000000
-20.599205,33.593388,2.000000
-21.639973,36.680328,2.000000
-20.628817,33.586197,2.000000
8.446476,45.469471,0.000000
-21.175846,33.488926,2.000000
8.439156,45.546944,0.000000
8.470249,45.522243,0.000000
-30.870174,-73.636246,1.000000
-31.479809,-71.737823,1.000000
-66.721481,-114.588051,1.000000
97.633102,86.700623,0.000000
-99.355003,13.021156,3.000000
-15.221391,-78.537376,1.000000
-52.423256,-125.116005,1.000000
-52.550961,-125.035423,1.000000
29.761490,-80.509148,1.000000
66.973167,-136.944473,1.000000
68.336304,-138.551971,1.000000
67.388382,-137.470383,1.000000
67.607841,-137.737671,1.000000
-52.461700,-125.090408,1.000000
-52.436642,-125.107582,1.000000
-150.059021,-8.113979,3.000000
-92.445656,82.955261,2.000000
-4.253500,-41.610249,1.000000
-119.826134,31.118788,3.000000
-99.969009,-7.345027,3.000000
-39.450558,-109.933144,1.000000
-8.876371,-121.381630,1.000000
-38.536694,-112.890640,1.000000
1.739481,-128.381592,1.000000
-8.816419,-121.332466,1.000000
-5.672801,-150.557251,1.000000
-1.659565,-138.355377,1.000000
-7.498921,-48.277519,1.000000
-141.587448,34.810200,3.000000
-106.348770,-17.584671,3.000000
-136.866394,14.940926,3.000000
-7.686245,-37.437454,1.000000
-7.874008,-48.466015,1.000000
30.911188,-82.137604,1.000000
-43.517296,-99.306656,1.000000
-49.715729,-104.036713,1.000000
-19.606853,-130.617249,1.000000
-49.717731,-104.037025,1.000000
-19.606853,-130.617249,1.000000
-45.656055,-105.215050,1.000000
-10.115411,-130.389786,1.000000
-19.414574,-127.312386,1.000000
-19.960350,-146.928284,1.000000
-13.770867,-139.810593,1.000000
-115.522865,-13.274726,3.000000
-97.804138,0.609405,3.000000
-49.351078,-75.138046,1.000000
98.485542,85.592255,0.000000
-50.029789,16.968815,3.000000
-47.340439,7.878601,3.000000
98.519249,85.568985,0.000000
-100.053032,-7.343931,3.000000
-78.524872,30.338583,3.000000
-103.789131,-22.683996,3.000000
-108.266090,-2.075437,3.000000
-76.530510,67.246315,2.000000
-107.338020,90.505806,2.000000
-77.882118,68.134834,2.000000
-49.635818,-104.044868,1.000000
-19.286476,-130.387039,1.000000
-147.328430,-33.111149,3.000000
-104.607475,106.408852,2.000000
-104.610596,106.411781,2.000000
-103.701279,0.575521,3.000000
-118.072227,14.591440,3.000000
-103.460327,1.110789,3.000000
-81.424255,26.261621,3.000000
-81.432610,26.215261,3.000000
-81.434601,26.203533,3.000000
-81.439980,26.185749,3.000000
-81.439980,26.185749,3.000000
-81.439980,26.185749,3.000000
-81.439980,26.185749,3.000000
-83.752800,28.561035,3.000000
-104.610596,106.411781,2.000000
-147.328430,-33.111149,3.000000
-104.610596,106.411781,2.000000
-102.594124,3.766843,3.000000
-50.191982,-73.824226,1.000000
-104.607475,106.408852,2.000000
-147.326935,-33.110867,3.000000
-118.070396,14.591973,3.000000
-107.419289,106.798424,2.000000
-104.610596,106.411781,2.000000
-103.459770,1.110756,3.000000
-104.610596,106.411781,2.000000
-100.364059,4.550361,3.000000
-104.610596,106.411781,2.000000
-147.328812,-33.110466,3.000000
-118.070396,14.591973,3.000000
-147.328918,-33.110615,3.000000
-104.610596,106.411781,2.000000
-103.958672,-0.876379,3.000000
-103.964211,-0.876321,3.000000
-118.072708,14.591446,3.000000
-147.327225,-33.110756,3.000000
-100.350464,4.548273,3.000000
-100.350464,4.548273,3.000000
-77.556946,42.337563,2.000000
42.393024,-88.898407,1.000000
-114.067482,8.537585,3.000000
-103.459526,1.110783,3.000000
-103.460739,1.110811,3.000000
-104.607475,106.408852,2.000000
-147.328430,-33.111149,3.000000
-104.610596,106.411781,2.000000
-107.419289,106.798424,2.000000
-118.070396,14.591973,3.000000
-146.019852,-34.095444,3.000000
-118.071892,14.591973,3.000000
-118.071892,14.591973,3.000000
-118.071892,14.591973,3.000000
-118.071892,14.591973,3.000000
-147.328430,-33.111149,3.000000
-77.556946,42.337563,2.000000
42.393112,-88.899086,1.000000
-77.556946,42.337563,2.000000
